Queryila	Hitita	Kailavsita	Ksilavsita	KaKsilavsita	NJtree	Ath_annotation	Annotated_EST	Viridiplantae_annotation
ila232089	ita33264	1.1073	7.8731	0.14064345683403	(ita,ila)	AT1G23010.1	ita33264	698254	
ila27382	ita804	0.0001	0.1118	0.000894454382826476	(ita,ila)	AT1G51160.2	ita8042	709553	
ila14268	ita6042	0.0171	0.1169	0.146278870829769	(ita,ila)	AT3G01060.1	ita6042	461955	
ila31347	ita35674	0.0282	0.1006	0.280318091451292	(ila,ita)	AT2G20040.1	ila31347	698842	
ila964	ita26599	0.0665	0.1668	0.398681055155875	(ita,ila)	AT3G19280.1	ita26599	706249	
ila231848	ita32784	0.0244	0.0674	0.362017804154303	(ita,ila)	AT5G03555.1	ita32784	549765	
ila14339	ita22035	0.0635	0.1237	0.513338722716249	(ila,ita)	none	ila14339	432600	
ila5946	ita23309	0.0065	0.1847	0.0351922035733622	(ila,ita)	none	ila5946	865969	
ila26139	ita17132	0.0241	0.1563	0.154190658989123	(ila,ita)	none	ila26139	552530	
ila36099	ita13938	0.0147	0.0894	0.164429530201342	(ila,ita)	AT1G62730.1	ila36099	702995	
ila551	ita17123	0.0307	0.1597	0.192235441452724	(ila,ita)	none	ila551	707440	
ila15912	ita12706	0.0124	0.1354	0.0915805022156573	(ita,ila)	none	ita12706	392644	
ila233112	ita35883	0.0261	0.1210	0.215702479338843	(ila,ita)	AT5G23050.1	ila233112	690395	
ila9851	ita30883	0.0066	0.0287	0.229965156794425	(ila,ita)	none	ila9851	374586	
ila16543	ita26476	0.0355	0.1935	0.183462532299742	(ita,ila)	none	ita26476	696898	
ila226072	ita21604	0.0616	0.3310	0.186102719033233	(ita,ila)	AT5G59720.1	ita21604	549061	
ila11697	ita7164	0.0278	0.1475	0.188474576271186	(ita,ila)	none	ita7164	705975	
ila228239	ita4493	0.0384	0.0845	0.454437869822485	(ila,ita)	none	ila228239	656620	
ila15722	ita35136	0.0219	0.0966	0.226708074534161	(ita,ila)	none	ita35136	689591	
ila16551	ita38051	0.0232	0.1261	0.183980967486122	(ila,ita)	none	ila16551	700108	
ila35969	ita26153	0.0089	0.1170	0.0760683760683761	(ila,ita)	AT3G19430.1	ila35969	761722	
ila3019	ita10074	0.4787	0.7986	0.599423991985976	(ita,ila)	none	ita10074	690289	
ila29345	ita15445	0.0338	0.1188	0.284511784511784	(ita,ila)	AT3G66658.1	ita15445	232641	
ila20123	ita1334	0.2846	0.6680	0.426047904191617	(ita,ila)	AT5G40942.1	ita13347	693966	
ila34246	ita8266	0.0305	0.1443	0.211365211365211	(ita,ila)	AT2G30800.1	ita8266	690305	
ila232984	ita37378	1.3169	4.7394	0.277862176646833	(ila,ita)	none	ila232984	690012	
ila33138	ita36278	0.0172	0.0853	0.201641266119578	(ila,ita)	AT1G26560.1	ila33138	504855	
ila12103	ita19342	0.0062	0.1026	0.0604288499025341	(ita,ila)	AT5G40440.1	ita19342	706241	
ila21601	ita26227	0.0127	0.0910	0.13956043956044	(ita,ila)	none	ita26227	464908	
ila229738	ita7970	1.2061	15.5751	0.0774377050548632	(ila,ita)	none	ila229738	572478	
ila1507	ita1200	0.0211	0.1391	0.151689432063264	(ita,ila)	AT1G30620.2	ita1200	867638	
ila31763	ita34620	0.0050	0.0884	0.0565610859728507	(ita,ila)	AT5G18580.1	ita34620	663466	
ila233155	ita26272	0.0196	0.1416	0.138418079096045	(ila,ita)	none	ila233155	697653	
ila2817	ita31105	0.1899	0.6987	0.271790468012022	(ila,ita)	none	ila28170	702142	
ila29237	ita20216	0.0314	0.1149	0.273281114012184	(ita,ila)	AT2G44920.2	ita20216	824912	
ila23598	ita38266	0.0338	0.0896	0.377232142857143	(ita,ila)	none	ita38266	693588	
ila217335	ita735	0.0404	0.1509	0.267726971504307	(ita,ila)	none	ita7359	701047	
ila33761	ita30690	0.0225	0.1273	0.176747839748625	(ita,ila)	AT3G23940.1	ita30690	700280	
ila14032	ita33327	0.0236	0.0734	0.321525885558583	(ita,ila)	none	ita33327	697980	
ila5893	ita29582	0.0265	0.1050	0.252380952380952	(ita,ila)	AT1G51500.1	ita29582	695873	
ila21568	ita12573	0.0283	0.1718	0.164726426076834	(ila,ita)	AT5G41940.1	ila21568	708420	
ila3337	ita7424	1.2356	64.9971	0.019010078911213	(ita,ila)	none	ita7424	646853	
ila24327	ita3597	0.0744	0.2377	0.312999579301641	(ila,ita)	AT4G33950.1	ila24327	313964	
ila212620	ita2180	0.0493	0.1351	0.364914877868246	(ita,ila)	none	ita2180	553049	
ila35008	ita9124	0.0072	0.0962	0.0748440748440748	(ita,ila)	AT1G04950.3	ita9124	559503	
ila18194	ita13781	0.0129	0.1041	0.123919308357349	(ila,ita)	none	ila18194	707373	
ila28714	ita21831	0.0229	0.1038	0.220616570327553	(ila,ita)	none	ila28714	702014	
ila223806	ita28164	0.0112	0.1126	0.0994671403197158	(ila,ita)	AT1G05000.1	ila223806	547420	
ila5830	ita38441	0.0238	0.0924	0.257575757575758	(ita,ila)	none	ita38441	749647	
ila4410	ita3892	0.0112	0.1126	0.0994671403197158	(ita,ila)	AT2G34560.2	ita3892	172634	
ila9838	ita21503	0.0118	0.1657	0.0712130356065178	(ita,ila)	AT4G29220.1	ita21503	701028	
ila227714	ita14959	0.0324	0.0971	0.333676622039135	(ita,ila)	none	ita14959	571324	
ila30510	ita36163	0.0114	0.1401	0.0813704496788009	(ila,ita)	none	ila30510	24995	
ila35785	ita27593	0.0136	0.1090	0.124770642201835	(ita,ila)	AT3G05170.1	ita27593	706344	
ila26771	ita22966	0.0002	0.1515	0.00132013201320132	(ila,ita)	AT3G04500.1	ila26771	36383	
ila218534	ita11710	0.0169	0.0833	0.202881152460984	(ila,ita)	none	ila218534	195996	
ila232236	ita10615	0.0236	0.1048	0.225190839694656	(ila,ita)	none	ila232236	666849	
ila3647	ita25914	0.7630	6.3889	0.11942587925934	(ila,ita)	none	ila3647	707440	
ila4100	ita31077	0.8085	63.0083	0.0128316428153116	(ita,ila)	AT3G09400.1	ita31077	18393	
ila21828	ita30871	0.0655	0.0201	3.25870646766169	(ita,ila)	AT1G07530.1	ita30871	704983	
ila230600	ita22668	0.0145	0.1038	0.139691714836224	(ila,ita)	none	ila230600	242260	
ila231726	ita7415	0.0154	0.1341	0.114839671886652	(ila,ita)	AT5G15330.1	ila231726	695763	
ila18141	ita11375	0.7478	71.9786	0.0103891990119285	(ita,ila)	none	ita11375	568929	
ila34832	ita34267	0.0191	0.1053	0.181386514719848	(ila,ita)	AT3G20000.1	ila34832	705866	
ila21868	ita19220	1.2392	38.9131	0.0318453168727241	(ila,ita)	AT5G64220.2	ila21868	188411	
ila2009	ita274	0.0269	0.0891	0.301907968574635	(ita,ila)	AT1G72820.1	ita27494	574362	
ila13074	ita25460	0.0243	0.0988	0.245951417004049	(ita,ila)	AT1G14000.1	ita25460	19460	
ila217115	ita35841	0.0254	0.1269	0.200157604412924	(ita,ila)	none	ita35841	558288	
ila7066	ita28257	0.0217	0.1623	0.133703019100431	(ila,ita)	AT1G23190.1	ila7066	693713	
ila27101	ita8933	0.0294	0.1464	0.200819672131148	(ila,ita)	none	ila27101	707838	
ila11265	ita35309	0.0236	0.1449	0.162870945479641	(ila,ita)	none	ila11265	701238	
ila8509	ita14666	0.0398	0.1673	0.237895995218171	(ita,ila)	none	ita14666	554076	
ila23719	ita24937	0.0564	0.2049	0.275256222547584	(ila,ita)	none	ila23719	706028	
ila30502	ita3525	0.0222	0.0967	0.229576008273009	(ita,ila)	AT5G17380.1	ita3525	693410	
ila13266	ita23142	0.3878	0.8928	0.434363799283154	(ita,ila)	none	ita23142	853306	
ila6657	ita18954	0.0102	0.1513	0.0674157303370787	(ita,ila)	none	ita18954	697120	
ila25685	ita26161	0.5906	2.0508	0.287985176516481	(ila,ita)	none	ila25685	558288	
ila35985	ita7514	0.0254	0.2266	0.112091791703442	(ita,ila)	none	ita7514	635399	
ila28953	ita19974	0.0001	0.1057	0.000946073793755913	(ita,ila)	AT1G61700.1	ita19974	423676	
ila222514	ita4016	0.0709	0.0819	0.865689865689866	(ila,ita)	none	ila222514	553587	
ila35572	ita25285	0.0073	0.1203	0.0606816292601829	(ita,ila)	none	ita25285	553956	
ila230891	ita35965	1.5979	65.4932	0.0243979527645618	(ila,ita)	none	ila230891	572375	
ila228725	ita28578	0.0150	0.1458	0.102880658436214	(ita,ila)	none	ita28578	708507	
ila231499	ita37977	0.0025	0.1151	0.0217202432667246	(ila,ita)	none	ila231499	708184	
ila231411	ita35691	0.0443	0.1296	0.341820987654321	(ila,ita)	none	ila231411	925977	
ila10181	ita28285	0.0576	0.0794	0.72544080604534	(ila,ita)	none	ila10181	559178	
ila225653	ita35881	0.0272	0.1087	0.250229990800368	(ita,ila)	AT2G05320.1	ita35881	703496	
ila231506	ita9618	0.0197	0.1446	0.136237897648686	(ila,ita)	none	ila231506	549026	
ila27130	ita28101	0.1709	0.3524	0.484960272417707	(ita,ila)	none	ita28101	692390	
ila218212	ita29603	0.0164	0.0558	0.293906810035842	(ila,ita)	none	ila218212	757430	
ila26459	ita26172	0.0111	0.1042	0.106525911708253	(ila,ita)	AT3G04670.1	ila26459	687353	
ila223181	ita34992	0.0196	0.2002	0.0979020979020979	(ita,ila)	AT5G54570.1	ita34992	691939	
ila10537	ita37061	0.0188	0.1272	0.147798742138365	(ila,ita)	none	ila10537	580212	
ila222313	ita19811	0.0359	0.0354	1.01412429378531	(ita,ila)	AT5G42140.1	ita19811	705425	
ila24474	ita34302	0.0524	0.1544	0.339378238341969	(ila,ita)	AT5G09995.1	ila24474	3308	
ila22742	ita27607	0.0134	0.1379	0.0971718636693256	(ita,ila)	none	ita27607	615648	
ila10959	ita13622	0.0333	0.1904	0.174894957983193	(ita,ila)	none	ita13622	708146	
ila224784	ita19139	0.0253	0.1424	0.177668539325843	(ita,ila)	AT5G51010.1	ita19139	577465	
ila2149	ita36363	0.0089	0.0860	0.103488372093023	(ita,ila)	AT3G45100.2	ita36363	570018	
ila30706	ita36453	0.0643	0.1507	0.426675514266755	(ila,ita)	none	ila30706	707005	
ila230752	ita33179	0.2172	0.9331	0.232772478833994	(ila,ita)	none	ila230752	695834	
ila27633	ita32903	0.1603	0.3841	0.41733923457433	(ita,ila)	none	ita32903	702222	
ila35909	ita2792	0.0540	0.2528	0.213607594936709	(ita,ila)	AT1G78580.1	ita27921	754692	
ila220859	ita14248	0.4219	3.5730	0.118080044780297	(ita,ila)	none	ita14248	558288	
ila36530	ita13338	0.0159	0.1265	0.125691699604743	(ila,ita)	none	ila36530	693988	
ila34344	ita27630	0.0275	0.1332	0.206456456456456	(ita,ila)	none	ita27630	707101	
ila32234	ita362	1.0358	67.6817	0.0153039891137486	(ila,ita)	AT5G67630.1	ila32234	696693	
ila13002	ita9612	0.1016	0.1698	0.598351001177856	(ila,ita)	none	ila13002	638277	
ila233119	ita11184	0.0299	0.1086	0.275322283609576	(ita,ila)	AT1G67110.1	ita11184	694229	
ila8625	ita8117	0.0037	0.0941	0.0393198724760893	(ila,ita)	AT4G11350.1	ila8625	580859	
ila14963	ita5286	0.0143	0.1257	0.11376292760541	(ila,ita)	AT4G11160.1	ila14963	691265	
ila9970	ita6328	0.0220	0.1290	0.170542635658915	(ita,ila)	none	ita6328	261336	
ila5443	ita32254	0.0117	0.1193	0.0980720871751886	(ila,ita)	AT5G53850.1	ila5443	180401	
ila29366	ita9903	0.0132	0.0992	0.133064516129032	(ila,ita)	AT1G63170.1	ila29366	700204	
ila32927	ita20239	0.0346	0.0929	0.372443487621098	(ila,ita)	none	ila32927	818926	
ila36698	ita18066	0.0239	0.1415	0.168904593639576	(ita,ila)	AT1G54370.1	ita18066	706806	
ila3152	ita3796	0.0298	0.0894	0.333333333333333	(ila,ita)	AT1G29880.1	ila31528	698421	
ila31429	ita36935	0.0017	0.2153	0.00789595912679981	(ila,ita)	AT2G44710.1	ila31429	552003	
ila19306	ita19426	0.0365	0.0681	0.535976505139501	(ila,ita)	none	ila19306	861288	
ila467	ita33141	0.0654	0.1507	0.433974784339748	(ita,ila)	none	ita33141	708105	
ila230273	ita12667	0.0577	0.1407	0.410092395167022	(ita,ila)	none	ita12667	666527	
ila232364	ita35773	0.0409	0.1434	0.285216178521618	(ila,ita)	none	ila232364	68279	
ila29373	ita20108	1.3750	56.1090	0.0245058724981732	(ita,ila)	none	ita20108	702647	
ila218041	ita25265	0.0361	0.0677	0.533234859675037	(ila,ita)	none	ila218041	694315	
ila37107	ita15331	0.0176	0.1250	0.1408	(ita,ila)	AT4G04460.1	ita15331	709491	
ila20741	ita29035	0.0703	0.2146	0.327586206896552	(ita,ila)	none	ita29035	551271	
ila231963	ita10190	0.0186	0.0829	0.224366706875754	(ita,ila)	AT5G22940.1	ita10190	701040	
ila5012	ita33320	0.9694	70.1115	0.0138265477132853	(ila,ita)	AT3G23070.1	ila5012	578812	
ila232914	ita16688	0.2126	64.8613	0.00327776347375091	(ita,ila)	none	ita16688	692919	
ila19427	ita4442	0.0374	0.1200	0.311666666666667	(ila,ita)	AT3G04730.1	ila19427	637852	
ila211066	ita15000	0.1221	2.3748	0.0514148559878727	(ita,ila)	none	ita15000	692480	
ila230358	ita28248	0.0125	0.1094	0.114259597806216	(ita,ila)	none	ita28248	593449	
ila11555	ita38279	0.0435	0.1014	0.428994082840237	(ila,ita)	AT1G08620.1	ila11555	691457	
ila233120	ita22852	0.0156	0.1257	0.124105011933174	(ita,ila)	none	ita22852	691911	
ila24049	ita29793	0.0106	0.1824	0.0581140350877193	(ila,ita)	none	ila24049	693447	
ila212519	ita35615	0.0505	0.1379	0.36620739666425	(ila,ita)	none	ila212519	496097	
ila19377	ita21181	0.0145	0.2501	0.0579768092762895	(ila,ita)	AT3G03490.1	ila19377	773042	
ila37154	ita23230	0.1371	0.3183	0.430725730442978	(ila,ita)	none	ila37154	707415	
ila6583	ita28672	0.3923	1.4294	0.274450818525255	(ita,ila)	none	ita28672	637886	
ila228	ita11051	0.7548	70.7180	0.0106733787720241	(ila,ita)	none	ila228552	708757	
ila231495	ita13837	0.0070	0.0513	0.1364522417154	(ita,ila)	AT3G25040.1	ita13837	551091	
ila35847	ita30063	0.0759	0.2881	0.263450190905935	(ila,ita)	none	ila35847	779942	
ila34435	ita33851	0.0081	0.0763	0.106159895150721	(ila,ita)	AT5G42090.1	ila34435	691447	
ila227181	ita23334	0.0098	0.1160	0.0844827586206896	(ita,ila)	AT2G47490.1	ita23334	695001	
ila10358	ita12837	0.0101	0.1434	0.0704323570432357	(ita,ila)	none	ita12837	682017	
ila17785	ita8704	0.0030	0.1354	0.0221565731166913	(ila,ita)	AT4G19640.1	ila17785	561241	
ila232688	ita31521	0.0169	0.1261	0.134020618556701	(ila,ita)	AT1G76680.1	ila232688	849278	
ila32480	ita27835	0.0303	0.1630	0.185889570552147	(ita,ila)	none	ita27835	319530	
ila7059	ita8550	0.0389	0.1773	0.219402143260011	(ita,ila)	none	ita8550	558288	
ila35210	ita34600	0.0426	0.1373	0.310269482884195	(ita,ila)	none	ita34600	699739	
ila34199	ita34356	0.0166	0.0640	0.259375	(ila,ita)	none	ila34199	562219	
ila210132	ita11815	0.0094	0.1685	0.0557863501483679	(ila,ita)	none	ila210132	706256	
ila26660	ita27962	0.3882	62.3868	0.00622247013791379	(ita,ila)	none	ita27962	707752	
ila232464	ita22499	0.0635	0.1330	0.477443609022556	(ita,ila)	none	ita22499	707990	
ila225836	ita31100	0.0183	0.0807	0.226765799256506	(ita,ila)	AT2G43040.1	ita31100	708182	
ila5332	ita20889	0.0342	0.0749	0.456608811748999	(ita,ila)	none	ita20889	697383	
ila30469	ita21610	0.0590	0.1606	0.367372353673724	(ita,ila)	none	ita21610	704730	
ila21565	ita14632	0.0141	0.1362	0.10352422907489	(ila,ita)	AT4G22756.1	ila21565	698848	
ila28605	ita14023	0.0145	0.1614	0.0898389095415118	(ila,ita)	AT1G30110.1	ila28605	704691	
ila23004	ita16648	0.0295	0.0864	0.341435185185185	(ila,ita)	AT3G14120.2	ila23004	690524	
ila16331	ita36321	0.0081	0.1119	0.0723860589812332	(ita,ila)	AT2G21050.1	ita36321	700333	
ila231948	ita21123	0.0119	0.0883	0.134767836919592	(ita,ila)	AT5G55130.1	ita21123	682142	
ila32484	ita6607	0.0906	0.2528	0.358386075949367	(ila,ita)	AT3G08010.1	ila32484	560323	
ila16258	ita2630	0.0104	0.1275	0.0815686274509804	(ita,ila)	AT4G35090.2	ita26301	690794	
ila6492	ita18409	0.0045	0.1020	0.0441176470588235	(ita,ila)	AT3G53230.1	ita18409	698479	
ila31363	ita24188	0.0555	0.1932	0.287267080745342	(ita,ila)	AT2G35800.1	ita24188	696433	
ila29342	ita12820	0.0163	0.1116	0.146057347670251	(ita,ila)	none	ita12820	570899	
ila32795	ita35723	1.0941	32.9388	0.0332161463076979	(ita,ila)	AT2G47960.1	ita35723	709518	
ila13410	ita19954	0.0366	0.1553	0.235672891178364	(ila,ita)	none	ila13410	564014	
ila16742	ita26361	0.0195	0.1678	0.116209773539928	(ila,ita)	none	ila16742	775794	
ila24477	ita9854	0.0126	0.1303	0.0966999232540292	(ita,ila)	AT3G01790.2	ita9854	587662	
ila30649	ita19555	0.0278	0.0739	0.376184032476319	(ita,ila)	AT5G22020.1	ita19555	707715	
ila214071	ita16443	0.0171	0.1032	0.165697674418605	(ila,ita)	none	ila214071	553049	
ila32835	ita22444	0.0088	0.1008	0.0873015873015873	(ita,ila)	AT3G51770.2	ita22444	697458	
ila34037	ita39017	0.0153	0.1169	0.130881094952951	(ila,ita)	AT1G04690.1	ila34037	22713	
ila33921	ita3178	0.0304	0.1349	0.225352112676056	(ita,ila)	none	ita31788	702356	
ila30203	ita36667	0.0130	0.0844	0.154028436018957	(ita,ila)	AT1G50040.1	ita36667	709107	
ila2494	ita2252	0.0121	0.1282	0.094383775351014	(ita,ila)	AT1G13640.1	ita22529	567502	
ila23099	ita32174	0.0618	0.1785	0.346218487394958	(ita,ila)	none	ita32174	691939	
ila35846	ita18588	0.0370	0.0872	0.424311926605505	(ila,ita)	none	ila35846	200673	
ila232710	ita8657	0.0057	0.1477	0.038591740013541	(ila,ita)	AT2G40810.2	ila232710	702607	
ila26939	ita8258	0.0415	0.1524	0.272309711286089	(ila,ita)	none	ila26939	696187	
ila728	ita33492	0.1696	0.3328	0.509615384615385	(ila,ita)	AT2G21410.1	ila728	664858	
ila31920	ita38770	1.0511	10.9650	0.095859553123575	(ila,ita)	AT4G17570.1	ila31920	565078	
ila12441	ita34666	0.0905	0.2631	0.343975674648423	(ila,ita)	AT5G36670.1	ila12441	698121	
ila8204	ita33510	0.0626	0.1738	0.360184119677791	(ila,ita)	none	ila8204	714153	
ila2688	ita33344	0.0258	0.0582	0.443298969072165	(ila,ita)	none	ila26887	709435	
ila34395	ita5963	0.0336	0.1142	0.294220665499124	(ila,ita)	AT3G53930.1	ila34395	694418	
ila16754	ita14755	0.0089	0.0741	0.120107962213225	(ila,ita)	AT1G79430.2	ila16754	702131	
ila3732	ita35904	0.7081	10.6338	0.066589554063458	(ita,ila)	none	ita35904	558288	
ila232662	ita8414	0.0080	0.1322	0.0605143721633888	(ita,ila)	AT1G78160.1	ita8414	569232	
ila26048	ita33776	0.0147	0.1077	0.136490250696379	(ita,ila)	AT1G71820.1	ita33776	701872	
ila228144	ita6937	0.0132	0.0803	0.164383561643836	(ita,ila)	none	ita6937	857885	
ila29354	ita19677	0.0115	0.1069	0.107577174929841	(ita,ila)	AT2G07360.1	ita19677	623039	
ila6604	ita30104	0.1483	0.3692	0.401679306608884	(ila,ita)	AT1G55460.1	ila6604	897491	
ila2328	ita14891	0.0016	0.1074	0.0148975791433892	(ita,ila)	AT1G63610.2	ita14891	386118	
ila35304	ita33150	0.0203	0.0694	0.292507204610951	(ila,ita)	AT3G49850.1	ila35304	456649	
ila8198	ita34502	0.0071	0.1062	0.0668549905838041	(ila,ita)	AT2G29630.1	ila8198	691666	
ila24610	ita19894	0.0371	0.2012	0.184393638170974	(ila,ita)	none	ila24610	705122	
ila33863	ita20612	0.0510	0.1351	0.377498149518875	(ila,ita)	none	ila33863	704365	
ila35540	ita36471	0.0198	0.0781	0.253521126760563	(ita,ila)	AT1G74750.1	ita36471	689174	
ila14875	ita18717	0.0175	0.1261	0.13877874702617	(ita,ila)	AT5G13640.1	ita18717	709600	
ila24661	ita12859	1.0334	69.6944	0.0148275901650635	(ila,ita)	none	ila24661	808483	
ila33485	ita24857	0.0186	0.1166	0.159519725557461	(ita,ila)	AT3G18790.1	ita24857	561977	
ila222588	ita5868	0.0306	0.1046	0.292543021032505	(ita,ila)	none	ita5868	558288	
ila34932	ita33029	0.0277	0.1347	0.205642167780252	(ita,ila)	none	ita33029	697124	
ila228371	ita33790	0.0905	0.2617	0.34581581964081	(ita,ila)	none	ita33790	249600	
ila36894	ita35545	0.0270	0.1316	0.20516717325228	(ita,ila)	AT1G60550.1	ita35545	698475	
ila32082	ita14115	0.0165	0.1284	0.128504672897196	(ila,ita)	AT2G33150.1	ila32082	703313	
ila36975	ita38101	0.0180	0.1045	0.172248803827751	(ita,ila)	AT3G07400.1	ita38101	708130	
ila15161	ita14833	0.0224	0.1079	0.207599629286376	(ita,ila)	AT5G65000.1	ita14833	702184	
ila11025	ita16052	0.0336	0.0954	0.352201257861635	(ita,ila)	none	ita16052	695113	
ila35257	ita36161	0.0130	0.0991	0.131180625630676	(ila,ita)	none	ila35257	576471	
ila20053	ita17390	0.0184	0.0649	0.283513097072419	(ila,ita)	none	ila20053	561428	
ila27491	ita20685	1.1780	2.5132	0.468725131306701	(ita,ila)	none	ita20685	779751	
ila226927	ita13328	0.0160	0.1711	0.0935125657510228	(ila,ita)	none	ila226927	705138	
ila36796	ita17657	0.0175	0.0874	0.200228832951945	(ila,ita)	AT1G17940.1	ila36796	457372	
ila17266	ita23890	0.0496	0.3287	0.150897474901126	(ila,ita)	none	ila17266	697613	
ila12405	ita18254	0.0257	0.1907	0.134766649187205	(ila,ita)	AT5G05340.1	ila12405	362973	
ila29404	ita35395	0.0085	0.1128	0.075354609929078	(ita,ila)	AT2G21790.1	ita35395	568771	
ila23498	ita8221	0.0235	0.0768	0.305989583333333	(ita,ila)	none	ita8221	559424	
ila9391	ita32843	0.0002	0.2169	0.000922083909635777	(ita,ila)	AT2G36130.1	ita32843	708102	
ila16405	ita1680	0.0333	0.1536	0.216796875	(ita,ila)	AT3G18040.1	ita16807	842098	
ila14220	ita22571	0.0074	0.1049	0.0705433746425167	(ita,ila)	none	ita22571	549635	
ila213344	ita31510	0.0170	0.1782	0.0953984287317621	(ita,ila)	none	ita31510	700657	
ila24245	ita7640	0.0279	0.1522	0.183311432325887	(ita,ila)	none	ita7640	689800	
ila18439	ita9751	0.0002	0.1845	0.0010840108401084	(ita,ila)	AT3G04400.1	ita9751	578340	
ila32470	ita33157	0.0070	0.1223	0.0572363041700736	(ila,ita)	AT2G02570.2	ila32470	2912	
ila21600	ita16470	0.0231	0.1517	0.152274225444957	(ila,ita)	AT1G54490.1	ila21600	766792	
ila246	ita6785	0.0092	0.1355	0.0678966789667897	(ita,ila)	AT1G11780.1	ita6785	548159	
ila219604	ita19279	0.0303	0.0549	0.551912568306011	(ita,ila)	none	ita19279	701291	
ila3302	ita20038	0.0173	0.0872	0.198394495412844	(ita,ila)	none	ita20038	700157	
ila225019	ita21976	0.2289	7.9055	0.0289545253304661	(ila,ita)	none	ila225019	691113	
ila37056	ita16596	0.0356	0.1349	0.263899184581171	(ita,ila)	AT5G52410.2	ita16596	777409	
ila230834	ita38075	0.0348	0.2182	0.15948670944088	(ila,ita)	AT3G04070.1	ila230834	573411	
ila221843	ita28852	0.0998	0.3030	0.329372937293729	(ita,ila)	AT3G59420.1	ita28852	76534	
ila18808	ita18827	0.0151	0.0863	0.174971031286211	(ila,ita)	AT5G23080.2	ila18808	412485	
ila3379	ita24143	0.0141	0.0887	0.158962795941375	(ita,ila)	AT2G20330.1	ita24143	564669	
ila10960	ita13621	0.0346	0.2156	0.160482374768089	(ila,ita)	none	ila10960	559972	
ila36824	ita25138	0.0117	0.0812	0.144088669950739	(ila,ita)	AT3G55020.1	ila36824	698860	
ila30456	ita1805	0.0112	0.0456	0.245614035087719	(ita,ila)	AT2G07340.1	ita18052	553536	
ila213667	ita3099	0.0506	0.0867	0.583621683967705	(ita,ila)	none	ita3099	689330	
ila14641	ita36094	0.0213	0.1175	0.181276595744681	(ita,ila)	AT1G15440.2	ita36094	696099	
ila17388	ita21915	0.0297	0.1270	0.233858267716535	(ita,ila)	none	ita21915	691141	
ila18277	ita17453	0.0246	0.1276	0.192789968652038	(ila,ita)	none	ila18277	691166	
ila231796	ita30499	0.0205	0.0408	0.502450980392157	(ita,ila)	none	ita30499	580165	
ila232544	ita28886	0.0257	0.1187	0.216512215669756	(ila,ita)	AT1G60230.1	ila232544	27112	
ila1066	ita21090	0.0030	0.2000	0.015	(ita,ila)	none	ita21090	566099	
ila13277	ita7016	0.0189	0.1379	0.137055837563452	(ita,ila)	AT3G04470.1	ita7016	694041	
ila28102	ita34406	0.0418	0.1177	0.355140186915888	(ila,ita)	none	ila28102	787511	
ila233192	ita24205	0.1339	0.4007	0.334165210880958	(ita,ila)	none	ita24205	524822	
ila22241	ita12243	0.0336	0.2207	0.152242863615768	(ila,ita)	AT2G18770.1	ila22241	708640	
ila12922	ita19275	0.0061	0.1753	0.0347974900171135	(ila,ita)	AT4G01560.1	ila12922	576171	
ila17052	ita37930	0.1178	0.5456	0.215909090909091	(ila,ita)	none	ila17052	153937	
ila30590	ita23852	0.0103	0.1132	0.0909893992932862	(ita,ila)	AT5G33320.1	ita23852	707229	
